ID;Text;Predict_Numpy_DNN;Predict_PyTorch_GRU
D3-57;Solid-state batteries represent a significant advancement over traditional lithium-ion batteries, primarily by replacing the flammable liquid or gel electrolyte with a solid material. This fundamental change enhances safety by eliminating the risk of thermal runaway and fire associated with liquid electrolytes. Beyond safety, the solid electrolyte allows for a more compact and stable battery design, potentially enabling higher energy density, meaning more power can be stored in a smaller volume. This stability also facilitates the use of more energetic electrode materials, like lithium metal anodes, which can significantly increase overall capacity and extend the battery's lifespan. These improvements make solid-state batteries highly promising for applications demanding greater range, faster charging, and enhanced safety.;Google;OpenAI
D3-58;Lavoisier’s Law, also known as the law of conservation of mass, is a fundamental principle in chemistry stating that mass is neither created nor destroyed in a chemical reaction, only transformed. This means that the total mass of the reactants must equal the total mass of the products in a closed system. The law was established by Antoine Lavoisier in the 18th century and marked a turning point in chemistry by replacing earlier ideas about matter. It provides a foundation for balancing chemical equations and understanding how substances interact during chemical processes.;Google;OpenAI
D3-59;The Lavoisier law, also known as the law of conservation of mass, states that matter is neither created nor destroyed in a chemical reaction. This principle was formulated by Antoine Lavoisier, a French chemist, in the late 18th century. According to this law, the total mass of the reactants is equal to the total mass of the products in a chemical reaction. This means that the atoms are conserved and rearranged to form new substances, but the total mass remains constant, providing a fundamental concept in chemistry and physics to understand chemical reactions and transformations.;OpenAI;OpenAI
D3-60;"Lavoisier's Law, formally known as the Law of Conservation of Mass, is a fundamental principle in chemistry attributed primarily to Antoine Lavoisier. Through meticulous experiments in the late 18th century, Lavoisier demonstrated that during any chemical reaction within a closed system, the total mass of the reactants equals the total mass of the products. In simpler terms, mass cannot be created or destroyed, only rearranged. Atoms are neither lost nor gained; they simply reconfigure into new substances. This revolutionary understanding debunked older theories and laid the groundwork for modern chemistry by emphasizing quantitative measurements and balancing chemical equations, proving that matter is conserved.";Google;OpenAI
D3-61;The first law of thermodynamics is that energy (in whatever form) is always conserved. In Lavoisier’s time it was specifically about mass because they were unaware mass was a form of energy. This meant that in all the chemical reactions he observed everything weighed the same before, during, and after the reaction. The second law is about usability or density of energy. I know you’ve probably heard it is about “order” and in some sense it is but the notion of order used in that branch of physics can be so far divorced from normal concepts of orderliness that I’m not going to phrase it that way. Lavoisier never said “matter remains always the same”.;Human;Human
D3-62;Lavoisier's Law, also known as the Law of Conservation of Mass, states that in any chemical reaction, the total mass of the reactants equals the total mass of the products. Matter is neither created nor destroyed — it is simply rearranged. Antoine Lavoisier established this principle in the late 18th century through careful quantitative experiments, marking a turning point in chemistry's transition from alchemy to a rigorous science. For example, when wood burns, it appears to lose mass, but accounting for all gases released — carbon dioxide and water vapour — the total mass is conserved. This law laid the foundation for stoichiometry and remains a cornerstone of both chemistry and physics.;Google;OpenAI
D3-63;The chain rule is a fundamental theorem in calculus for differentiating composite functions - functions built by nesting one function inside another. If y depends on u, and u depends on x, the chain rule states that dy/dx equals dy/du multiplied by du/dx. In other words, you multiply the derivatives along the chain of dependencies.Its importance for modern AI is difficult to overstate. Training neural networks requires adjusting millions of parameters to minimise prediction error, a process called backpropagation. Backpropagation is essentially the chain rule applied repeatedly across every layer of a network. Without it, calculating these gradients efficiently across deep networks would be computationally intractable. Every major AI breakthrough relies fundamentally on this 17th century calculus rule.;Human;Human
D3-64;Let’s take the generative AI and large language model (LLM) revolution that is currently sweeping the globe. Do you really need to know math or statistics to use ChatGPT? Of course you don’t. If your goal is to just use an LLM model to streamline some otherwise arduous IT task, be it filling out forms or even programming or even generate creative art for a brochure, no familiarity with even high school algebra is necessary. And for the vast majority of consumers of generative AI, that’s indeed how it should be.;Human;Human
D3-65;The chain rule is a fundamental concept in calculus that allows us to differentiate composite functions, which is essential for modern AI. It enables the computation of gradients in neural networks, facilitating the optimization of complex models. The chain rule helps in backpropagating errors, adjusting weights, and improving model performance. Its importance extends to various AI applications, including deep learning, natural language processing, and computer vision. By enabling efficient computation of gradients, the chain rule plays a crucial role in training AI models, making it a cornerstone of modern AI and machine learning developments and advancements in the field.;OpenAI;Meta
D3-66;The chain rule is a fundamental concept in calculus that describes how to compute the derivative of a composition of functions. If one function depends on another, the chain rule allows us to differentiate the outer function and multiply it by the derivative of the inner function, effectively propagating changes through nested relationships. This principle is essential in machine learning, where models are built as layered compositions of functions. In neural networks, the chain rule underpins the backpropagation algorithm, enabling efficient computation of gradients for millions of parameters. This makes it possible to train deep models by optimizing performance through gradient-based methods.;Google;OpenAI
D3-67;The chain rule, a cornerstone of calculus, allows us to compute the derivative of composite functions. It states that if a variable *y* depends on *u*, and *u* depends on *x*, the derivative of *y* with respect to *x* is the product of their individual derivatives (dy/du) * (du/dx). This principle is crucial for modern AI, particularly deep learning. Neural networks are complex composite functions, formed by stacking many layers. Their training, via backpropagation, efficiently calculates how each network weight impacts the overall error. Backpropagation critically relies on the chain rule to propagate gradients backward through layers, determining each parameter's error contribution. Without it, calculating these derivatives would be computationally impossible, preventing the training of sophisticated AI models.;Google;Google
D3-68;The chain rule for the classical relative entropy ensures that the relative entropy between probability distributions on multipartite systems can be decomposed into a sum of relative entropies of suitably chosen conditional distributions on the individual systems. Here, we prove a chain rule inequality for the quantum relative entropy. The new chain rule allows us to solve an open problem in the context of asymptotic quantum channel discrimination: surprisingly, adaptive protocols cannot improve the error rate for asymmetric channel discrimination compared to nonadaptive strategies.;Human;OpenAI
D3-69;Vision transformers (ViTs) are rapidly evolving and are widely used in computer vision. However, high-performance ViTs require many computations, which limit their further development in the vision field. In this article, a novel evolutionary dual-stream transformer (E-DST) model is proposed to alleviate the computational resource demand problem. A hybrid attention mechanism structure is proposed for a DST model. The DST model uses a dual-branch structure to fuse convolutional and transformer features. Combining the features learned by the transformer and convolution effectively saves model computational resources. In addition, an evolutionary optimizer is proposed to optimize the parameters of the model. The excellent search ability of the evolutionary algorithm is utilized to optimize the transformer model parameters.;Human;Human
D3-70;Evolutionary computation is a field of research that uses principles of natural evolution to develop algorithms and solve complex problems. It involves using processes such as selection, mutation, and crossover to search for optimal solutions. This approach has been applied to various domains, including optimization, machine learning, and artificial intelligence. Evolutionary computation has been used to solve real-world problems, such as scheduling, resource allocation, and engineering design. Its applications continue to expand, with potential uses in fields like finance, healthcare, and transportation, offering a powerful tool for tackling complex and dynamic problems in a wide range of disciplines.;OpenAI;Meta
D3-71;In evolutionary computation, an initial set of candidate solutions is generated and iteratively updated. Each new generation is produced by stochastically removing less desired solutions, and introducing small random changes as well as, depending on the method, mixing parental information. In biological terminology, a population of solutions is subjected to natural selection (or artificial selection), mutation and possibly recombination. As a result, the population will gradually evolve to increase in fitness, in this case the chosen fitness function of the algorithm. Evolutionary computation techniques can produce highly optimized solutions in a wide range of problem settings, making them popular in computer science. ;Human;Human
D3-72;Evolutionary computation is a family of algorithms inspired by biological evolution, where candidate solutions to a problem are iteratively improved through processes analogous to selection, mutation, and recombination. These methods are widely studied in artificial intelligence and are particularly useful for optimization problems where the search space is large, complex, or poorly understood. Techniques such as genetic algorithms and evolutionary strategies are commonly used to evolve solutions over successive generations. Applications include engineering design optimization, scheduling, robotics control, and even neural architecture search. Their strength lies in exploring diverse solutions and avoiding local optima, making them valuable for challenging real-world problems.;Google;OpenAI
D3-73;Evolutionary Computation (EC) comprises metaheuristic algorithms inspired by natural evolution, simulating concepts like mutation, crossover, and natural selection. It iteratively refines a population of candidate solutions using a fitness function, making it ideal for problems where traditional analytical methods are intractable. EC efficiently explores complex search spaces to discover optimal or near-optimal solutions. Its applications are extensive and impactful. In engineering, EC optimizes designs for structures like aircraft wings. Within machine learning, it's vital for neural network architecture search and hyperparameter tuning, significantly boosting AI performance. Additional uses span financial modeling, logistics, drug discovery, and robotics control, demonstrating its broad utility in addressing diverse real-world complexities.;Google;Human
D3-74;At this point, most researchers start 'tuning' their fitness function, representation and search operators to improve performance. What they are actually doing is encoding their own understanding of the domain and smuggling it, Turk-like, into the algorithm. The success of the algorithm is then a reflection of their own applied creativity. Nature has a much more open-ended way of working. Rather than a static, predetermined fitness function, lineages are steered by countless rich interactions with their environments. Moreover, these environments are themselves evolving, creating the possibility of synergistic interactions. As these become enshrined in new physical structures they 'level-up' complexity. The effectively solve problems of increasing complexity by building on solutions to earlier problems.;Google;Human
D3-75;Visual Transformers (ViTs) represent a significant innovation in computer vision, adapting the powerful self-attention mechanism from natural language processing (NLP) to image tasks. Unlike traditional convolutional neural networks (CNNs), ViTs process images by dividing them into fixed-size, non-overlapping patches. Each patch is then linearly embedded and combined with positional encodings to retain spatial information, effectively treating the image as a sequence of tokens. This sequence then feeds into a standard Transformer encoder, utilizing multi-head self-attention to model complex, long-range dependencies between different image patches. This architecture proved that, when pre-trained on large datasets, transformers can match or surpass state-of-the-art CNNs across vision benchmarks, highlighting their scalability and powerful representation learning.;Google;Google
D3-76;"Vision Transformers (ViTs) are a class of deep learning models that apply the transformer architecture — originally developed for natural language processing — to image recognition tasks. Traditional image models used convolutional neural networks (CNNs), which process images through localised filters scanning small patches. ViTs take a different approach: an image is divided into fixed-size patches, each treated as a ""token"" analogous to a word in a sentence, and fed into a standard transformer that learns relationships between all patches simultaneously through a mechanism called self-attention. Introduced by Google researchers in 2020, ViTs demonstrated that transformers could match and even surpass CNNs on image tasks, particularly when trained on large datasets.";Human;Human
D3-77;Transformers were introduced in Attention Is All You Need (2017), and have found widespread use in natural language processing. A 2019 paper applied ideas from the Transformer to computer vision. Specifically, they started with a ResNet, a standard convolutional neural network used for computer vision, and replaced all convolutional kernels by the self-attention mechanism found in a Transformer. It resulted in superior performance. However, it is not a Vision Transformer. In 2020, an encoder-only Transformer was adapted for computer vision, yielding the ViT, which reached state of the art in image classification, overcoming the previous dominance of CNN. The masked autoencoder (2022) extended ViT to work with unsupervised training.;Human;Human
D3-78;Visual transformers are a class of deep learning models that apply the transformer architecture, originally developed for natural language processing, to image data. They work by dividing an image into small patches, embedding them into vectors, and processing these sequences using self-attention mechanisms. This allows the model to capture long-range relationships between different parts of an image more effectively than traditional convolutional neural networks. Visual transformers are widely used in computer vision for tasks such as image classification, object detection, and segmentation. Their flexibility and scalability have made them a powerful alternative to convolution-based approaches in modern AI systems.;OpenAI;OpenAI
D3-79;"Visualization is a powerful tool that can transform your life in many ways. It involves creating a mental image of a desired outcome or goal, and has been used by successful people in all walks of life to achieve their objectives.
The science of visualization works by activating the same neural pathways in the brain that are activated when we actually experience something. When we visualize an experience or outcome, our brains generate the same neural patterns as if we were actually living that experience. This can have a powerful impact on our thoughts, emotions, and actions.";Human;Human
D3-80;Visual transformers are a type of neural network architecture that applies transformer models to visual data, such as images. They process images as a sequence of patches, allowing the model to capture long-range dependencies and relationships between different parts of the image. This approach has shown promising results in various computer vision tasks, including image classification, object detection, and segmentation. By leveraging self-attention mechanisms, visual transformers can effectively weigh the importance of different image regions and capture complex visual patterns, making them a powerful tool for image analysis and understanding. They have gained significant attention in the field.;OpenAI;OpenAI
D3-81;"Gradient descent is the optimisation algorithm that makes training machine learning models possible. The core idea is straightforward: given a function measuring how wrong a model's predictions are (the loss function), gradient descent iteratively adjusts the model's parameters in the direction that reduces that error most steeply- analogous to descending a hilly landscape by always stepping downhill. Its relevance to modern AI is foundational. Every neural network- regardless of size or architecture- is trained using some variant of gradient descent. Key developments have refined the basic algorithm significantly: stochastic gradient descent processes small random batches of data rather than the entire dataset, making training vastly more efficient; adaptive optimisers like Adam automatically adjust the step size for each parameter. ";Human;Human
D3-82;Gradient descent is profoundly relevant as the foundational optimization algorithm driving a vast array of machine learning models, from linear regression to complex neural networks. Its core purpose is to iteratively minimize a model's cost or loss function, which quantifies how far off its predictions are from the actual values. By calculating the gradient of this function with respect to the model's parameters, such as weights and biases, it determines the direction of steepest descent. The algorithm then adjusts these parameters in small steps against that gradient, gradually moving towards the optimal set that yields the lowest error. This iterative process is crucial for training models to learn from data, enabling them to make accurate and robust predictions.;Google;Human
D3-83;The relevance of gradient descent lies in its ability to optimize complex functions, making it a crucial tool in machine learning and deep learning. By iteratively adjusting model parameters to minimize the difference between predicted and actual outputs, gradient descent enables models to learn from data and improve their performance. This optimization technique is widely used in various applications, including image and speech recognition, natural language processing, and recommender systems, allowing models to adapt to changing data distributions and improve their accuracy over time, ultimately leading to more effective and efficient decision-making processes. It's a fundamental component.;Google;OpenAI
D3-84;Gradient descent is a core optimization method in machine learning used to minimize a loss function by iteratively adjusting model parameters in the direction of the negative gradient. The gradient indicates the steepest increase of the loss, so moving in the opposite direction gradually improves model performance. This principle underlies the training of many models, including neural networks, where it is combined with backpropagation to compute gradients efficiently. Variants such as stochastic gradient descent and adaptive methods make it scalable to large datasets. Its importance lies in enabling practical learning from data by finding parameter values that best fit observed patterns.;Human;Human
D3-85;Thus, if the number of training samples are large, in fact very large, then using gradient descent may take too long because in every iteration when you are updating the values of the parameters, you are running through the complete training set. On the other hand, using SGD will be faster because you use only one training sample and it starts improving itself right away from the first sample. SGD often converges much faster compared to GD but the error function is not as well minimized as in the case of GD. Often in most cases, the close approximation that you get in SGD for the parameter values are enough because they reach the optimal values and keep oscillating there.;Human;Human
D3-86;A Swiss gentleman by the name of Leonhard Euler was an absolute genius the likes of which the world hasn’t seen many of. He was, among other things, “a mathematician, physicist, astronomer, geographer, logician, and engineer” and he founded the studies of graph theory and topology. Euler was insanely productive. He discovered so much stuff in so many fields that, to avoid ambiguity, things are often named after the second person to generate the proof or discover it. I couldn’t even begin to name all the things he came up with and then get this — guy goes blind.;Human;Human
D3-87;Leonhard Euler was one of the most influential mathematicians, making foundational contributions across many areas of mathematics. In analysis, he helped formalize functions and introduced much of the modern notation we use today, including f(x), e, and the use of π. He made major advances in calculus, infinite series, and differential equations, and established key results such as Euler’s formula connecting complex exponentials and trigonometry. In graph theory, his solution to the Königsberg bridge problem is often considered the birth of the field. Euler also contributed to number theory, mechanics, and mathematical physics, shaping much of modern mathematics.;Human;Human
D3-88;Leonhard Euler made significant contributions to mathematics, particularly in the fields of calculus, number theory, and topology. He introduced the concept of a function and developed the theory of differential equations, which had a profound impact on the development of modern mathematics and physics. Euler's work on infinite series, calculus of variations, and elliptic integrals also paved the way for major advances in these areas. His notation and terminology, such as the use of e and i for exponential and imaginary units, are still widely used today, reflecting his enduring influence on mathematical notation and thought.;OpenAI;OpenAI
D3-89;Leonhard Euler (1707–1783) was arguably the most prolific mathematician in history, contributing foundational ideas across virtually every area of mathematics known in his time. A first major legacy is notation — Euler standardised much of what mathematicians use daily, including e for the base of natural logarithms, i for the imaginary unit, π for pi, and f(x) for functions. He also gave the world Euler's identity, e^(iπ)+1 = 0, which elegantly unites five fundamental constants and is frequently voted the most beautiful equation in mathematics. In 1736 his solution to the Königsberg bridge problem founded graph theory entirely, a field that now underpins network science and computer science. In number theory he introduced the totient function and advanced modular arithmetic.;Human;Human
D3-90;Leonhard Euler made profound and pervasive contributions across nearly every branch of mathematics and science. In calculus, he greatly expanded its techniques and applications, while simultaneously standardizing much of the modern notation we still use today, including e, i, pi, and f(x). His work in analysis is legendary, exemplified by Euler's identity, which elegantly links five fundamental constants. He was a pioneer in number theory, proving Fermat's Little Theorem and introducing concepts like the totient function, deepening our understanding of integers. Furthermore, he laid the groundwork for graph theory with his solution to the Seven Bridges of Königsberg problem. Beyond pure mathematics, his work in mechanics, fluid dynamics, and astronomy solidified his legacy as one of history's most prolific minds.;Google;Human
D3-91;"The prevailing scientific understanding suggests life arose from non-living matter through a process called abiogenesis on early Earth. Conditions were vastly different, with a primitive atmosphere rich in inorganic compounds and abundant energy from lightning, UV radiation, and volcanic activity. This energy facilitated the formation of simple organic molecules like amino acids and nucleotides from these inorganic precursors. These building blocks then polymerized into more complex molecules such as proteins and nucleic acids. A crucial step likely involved the emergence of self-replicating molecules, with the ""RNA world"" hypothesis suggesting RNA played both genetic and catalytic roles. Eventually, these self-replicating systems became encapsulated within lipid membranes, forming protocells that could maintain an internal environment, marking the dawn of cellular life.";Google;OpenAI
D3-92;Codon usage refers to the frequency at which different codons, sequences of three nucleotides, are used to encode specific amino acids in a genome. It varies between species, with some codons being more common than others, even if they code for the same amino acid. This variation affects translation efficiency and accuracy, as well as the overall evolution of the genome. The specific codon usage of an organism is influenced by factors such as mutation bias and natural selection, and it can be used to predict gene expression levels and understand evolutionary relationships between species. It's an important aspect of genetics.;Human;OpenAI
D3-93;The evolutionary mechanisms that lead to codon reassignment and emergence of deviant codes are not thoroughly understood, but clearly they must involve changes in tRNA specificity or to the evolution of new specificities in the case of stop codon recruitment. Sengupta, Higgs, and coworkers  have captured these mechanisms within a gain and loss framework, where gain refers to acquisition of a new tRNA specificity, often following duplication of a tRNA gene, and loss refers to the elimination of a tRNA specificity, typically via deletion. There is no clear evidence that any modern code variants are associated with adaptation. Most likely, they emerge via neutral evolutionary processes, namely genetic drift and mutational pressure that drives small genomes toward low GC content.;Human;Human
D3-94;Codon usage refers to the non-random preference for certain synonymous codons that encode the same amino acid in the genetic code. Although multiple codons can specify a single amino acid, organisms often favor particular ones, a phenomenon known as codon bias. This bias is influenced by factors such as tRNA abundance, GC content, and evolutionary pressures, and is studied within molecular biology. Codon usage affects translation efficiency, accuracy, and protein folding. It is especially important in biotechnology, where optimizing codon usage can improve heterologous gene expression in host organisms such as bacteria or yeast.;OpenAI;OpenAI
D3-95;Amino acids are coded for by multiple codons, with each amino acid usually having 4 possible codons. The codons that are used most frequently have more tRNAs to translate that codon - so, for example if a bacteria uses one codon for alanine 80% of the time and another one 5% of the time, it will have much more of the first codon than the second. This means that (generally) the first codon would be “read” (translated) faster than the second when a protein is being made, even though both codons are coding for alanine.;Human;Human
D3-96;"A diode is a semiconductor device that allows current to flow in only one direction. It is made by joining two types of semiconductor material: n-type, which has an excess of electrons, and p-type, which has an excess of ""holes""- spaces where electrons are missing. At the junction, electrons and holes recombine, creating a depletion zone that acts as a barrier. When voltage is applied in the forward direction, this barrier collapses and current flows freely. When applied in reverse, the barrier widens and current is blocked. This one-way behaviour makes diodes essential for converting alternating current into direct current, a process called rectification.";OpenAI;OpenAI
D3-97;A diode is a semiconductor device that allows current to flow in one direction while blocking it in the other. It consists of two types of materials, p-type and n-type, which are combined to form a p-n junction. When a positive voltage is applied to the p-side and a negative voltage to the n-side, the diode is forward-biased, allowing current to flow. Conversely, when the voltage is reversed, the diode is reverse-biased, and current is blocked, making it a crucial component in electronic circuits for controlling the flow of electrical current. This property makes diodes useful.;OpenAI;OpenAI
D3-98;"A diode functions as an electrical one-way valve, allowing current flow predominantly in a single direction. Its operation relies on a p-n junction, where p-type semiconductor material (rich in ""holes"") meets n-type (rich in free electrons). When forward biased (positive voltage to p-side, negative to n-side), the internal depletion region narrows. This enables charge carriers to cross, allowing current to flow easily once a small threshold voltage is overcome. Conversely, under reverse bias, the depletion region widens significantly. This widening creates a high resistance barrier, effectively blocking current flow and ensuring the diode's crucial unidirectional behavior for various electronic applications.";Google;OpenAI
D3-99;A diode is a semiconductor device that allows electric current to flow primarily in one direction. It is typically made from a junction between p-type and n-type materials, forming what is known as a p–n junction. When a forward voltage is applied, the potential barrier at the junction is reduced, allowing charge carriers to move across and current to flow. In reverse bias, the barrier increases, preventing significant current except for a small leakage. This rectifying behavior is central to circuits studied in electronics. Diodes are widely used for converting alternating current to direct current, signal modulation, and protecting circuits from voltage spikes.;Google;OpenAI
D3-100;A semiconductor diode, the most commonly used type today, is a crystalline piece of semiconductor material with a p–n junction connected to two electrical terminals. It has an exponential current–voltage characteristic. Semiconductor diodes were the first semiconductor electronic devices. The discovery of asymmetric electrical conduction across the contact between a crystalline mineral and a metal was made by German physicist Ferdinand Braun in 1874. Today, most diodes are made of silicon, but other semiconducting materials such as gallium arsenide and germanium are also used.;Human;Human
=======
D2-121;The current pharmacological approach to AD treatment is based on vascular prevention and symptomatic therapy with cholinesterase inhibitors (ChEIs) and memantine, an N-methyl-d-aspartic acid antagonist. Clinical trials of 6– to 12–month duration have shown statistically significant benefits with ChEIs and memantine on cognitive, global, functional, and behavioural outcome measures. In general, these benefits are modest. However, they are dose-dependent and reproducible across studies. Most importantly, these benefits are symptomatic as they do not alter disease course. According to the third Canadian Consensus Conference on the Diagnosis and Treatment of Dementia, these agents are considered standard treatment options in Alzheimer disease.;Google;Human
D2-122;In people with either type of dementia, rivastigmine has been shown to provide meaningful symptomatic effects that may allow patients to remain independent and ‘be themselves’ for longer. In particular, it appears to show marked treatment effects in patients showing a more aggressive course of disease, such as those with younger onset ages, poor nutritional status, or those experiencing symptoms such as delusions or hallucinations. For example, the presence of hallucinations appears to be a predictor of especially strong responses to rivastigmine, both in Alzheimer's and Parkinson's patients. These effects might reflect the additional inhibition of butyrylcholinesterase, which is implicated in symptom progression and might provide added benefits over acetylcholinesterase-selective drugs in some patients.;Human;Human
D2-123;Alzheimer’s disease currently has no cure, but treatments focus on managing symptoms and slowing progression. Medications like cholinesterase inhibitors (donepezil, rivastigmine, and galantamine) help maintain communication between nerve cells by boosting acetylcholine levels, while memantine regulates glutamate activity to improve memory and learning. Recently, disease-modifying drugs such as lecanemab and aducanumab have been approved to target amyloid plaques, a hallmark of Alzheimer’s. Lifestyle interventions, including exercise, cognitive stimulation, and a healthy diet, may help slow cognitive decline. Supportive care, behavioral therapy, and caregiver support are essential for maintaining quality of life. Ongoing research aims to develop more effective treatments targeting the underlying causes of the disease.;OpenAI;OpenAI
D2-124;Alzheimer's disease is the commonest cause of dementia affecting older people. One of the therapeutic strategies aimed at ameliorating the clinical manifestations of Alzheimer's disease is to enhance cholinergic neurotransmission in the brain by the use of cholinesterase inhibitors to delay the breakdown of acetylcholine released into synaptic clefts. Tacrine, the first of the cholinesterase inhibitors to undergo extensive trials for this purpose, was associated with significant adverse effects including hepatotoxicity. Other cholinesterase inhibitors, including rivastigmine, with superior properties in terms of specificity of action and lower risk of adverse effects have since been introduced. Rivastigmine has received approval for use in 60 countries including all member states of the European Union and the USA.;Human;Human
D2-125;Rivastigmine is a cholinesterase inhibitor used to treat Alzheimer’s disease and Parkinson’s disease dementia by preventing the breakdown of acetylcholine, a neurotransmitter important for memory and cognitive function. By increasing acetylcholine levels, rivastigmine helps improve or stabilize symptoms such as memory loss, confusion, and difficulty thinking. It is available in oral capsules, liquid solutions, and transdermal patches, with the latter offering a steady drug release and fewer gastrointestinal side effects. While it does not cure Alzheimer’s, it can temporarily slow cognitive decline in some patients. Side effects may include nausea, vomiting, dizziness, and weight loss, and its use should be monitored, particularly in elderly patients with other health conditions.;Google;Human
D2-126;The reality about the places that diamonds are found is that our planet might host enormous quantities of diamonds below its rocky surface. However, it is only the diamonds that are found at the surface of the earth that are commercially interesting for us. The rarity of diamonds derives mostly from a combination of the unique conditions beneath cratons that allow diamonds to survive on their journey to the surface, and also the violent means by which they travel. To put rarity of diamonds, their formation and challenges for mining them into perspective, we need to address that diamonds arrive at the surface of the earth through volcanic eruptions that bring high-pressure magma from the lower layers of the earth.;Human;Human
D2-127;Geothermobarometric calculations for a worldwide database of inclusions in diamond indicate that formation of the dominant harzburgitic diamond association occurred predominantly (90%) under subsolidus conditions. Diamonds in eclogitic and lherzolitic lithologies grew in the presence of a melt, unless their formation is related to strongly reducing CHO fluids that would increase the solidus temperature or occurred at pressure–temperature conditions below about 5 GPa and 1050 °C. Three quarters of peridotitic garnet inclusions in diamond classify as “depleted” due to their low Y and Zr contents but, based on LREEN–HREEN ratios invariably near or greater than one, they nevertheless reflect re-enrichment through either highly fractionated fluids or small amounts of melt.;OpenAI;Human
D2-128;Diamonds are formed deep within the Earth’s mantle under extreme heat and pressure, typically at depths of 140 to 250 kilometers. They originate from carbon atoms that undergo crystallization due to temperatures exceeding 1,000°C and pressures above 45 gigapascals. Over millions to billions of years, these carbon atoms arrange into a strong lattice structure, giving diamonds their exceptional hardness. Volcanic eruptions then bring them closer to the surface through kimberlite and lamproite pipes. Diamonds can also form through high-pressure meteorite impacts or be created synthetically using high-pressure high-temperature (HPHT) or chemical vapor deposition (CVD) methods, which replicate natural processes to produce gem-quality diamonds in laboratories.;OpenAI;OpenAI
D2-129;Diamond is a solid form of the element carbon with its atoms arranged in a crystal structure called diamond cubic. Diamond as a form of carbon is tasteless, odourless, strong, brittle solid, colourless in pure form, a poor conductor of electricity, and insoluble in water. Another solid form of carbon known as graphite is the chemically stable form of carbon at room temperature and pressure, but diamond is metastable and converts to it at a negligible rate under those conditions. Diamond has the highest hardness and thermal conductivity of any natural material, properties that are used in major industrial applications such as cutting and polishing tools.;OpenAI;Human
D2-130;Diamonds are formed deep within the Earth under extreme conditions of high pressure and temperature. These precious gemstones originate from carbon atoms located about 150 to 200 kilometers beneath the Earth's surface, within the mantle. The intense pressure and heat cause the carbon atoms to bond in a strong, crystalline structure, giving diamonds their exceptional hardness. The carbon-rich source material, often from ancient rocks and sediments, is subjected to tectonic forces, pushing it into the mantle. Over millions or even billions of years, these conditions transform the carbon into diamonds. This process is rare and slow, contributing to the gemstone's scarcity.;Google;OpenAI
D2-131;X-ray diffraction is a technique used to determine the atomic and molecular structure of a crystal, where the crystalline atoms cause a beam of incident X-ray to diffract into many specific directions. This technique is based on the principle that the atoms in a crystal scatter X-rays, resulting in an interference pattern that can be used to determine the structure of the crystal. It has various applications in fields such as materials science, chemistry, and biology, including determining the structure of proteins, analyzing the composition of materials, and studying the properties of crystals and molecules.;OpenAI;Human
D2-132;X-ray diffraction (XRD) is a powerful nondestructive technique for characterizing crystalline materials. It provides information on structures, phases, preferred crystal orientations (texture), and other structural parameters, such as average grain size, crystallinity, strain, and crystal defects. X-ray diffraction peaks are produced by constructive interference of a monochromatic beam of X-rays scattered at specific angles from each set of lattice planes in a sample. The peak intensities are determined by the distribution of atoms within the lattice. Consequently, the X-ray diffraction pattern is the fingerprint of periodic atomic arrangements in a given material. Max von Laue and Co., in 1912, discovered that crystalline substances act as three-dimensional diffraction gratings for X-ray wavelengths similar to the spacing of planes in a crystal.;OpenAI;Human
D2-133;X-ray diffraction is a powerful analytical technique that reveals the atomic and molecular structure of crystalline materials. When X-rays—electromagnetic waves with wavelengths similar to atomic spacing—strike a crystalline sample, they interact with the electron clouds of atoms arranged in regular patterns. This causes the X-rays to scatter in specific directions based on the crystal's internal structure. The scattered waves interfere with each other, creating characteristic diffraction patterns that scientists can record and analyze. Following Bragg's law (nλ = 2d sinθ), researchers calculate precise distances between atomic planes. This technique revolutionized science, enabling the determination of DNA's double helix structure and countless protein structures. ;Google;OpenAI
D2-134;X-ray diffraction (XRD) is a technique used to analyze the atomic and molecular structure of crystalline materials. When an X-ray beam is directed at a crystal, the X-rays interact with the electron clouds of the atoms and are scattered in different directions. Due to the regular arrangement of atoms, these scattered X-rays produce interference patterns that follow Bragg’s law, allowing scientists to determine the crystal structure, atomic spacing, and phase composition of a material. XRD is widely used in materials science, chemistry, geology, and biology, especially for identifying minerals, studying metal alloys, and solving the structure of biological macromolecules like DNA and proteins.;OpenAI;OpenAI
D2-135;X-ray diffraction (XRD) is a powerful non-destructive analytical technique used to reveal the internal structure of crystalline materials. X-rays directed at a sample are diffracted by the regularly spaced atoms within the crystal lattice, creating a unique pattern. Governed by Bragg's Law, this pattern serves as a precise fingerprint of the material's atomic arrangement. By analyzing the angles and intensities of these diffracted X-rays, scientists can determine crystal structure, lattice parameters, crystallite size, and identify different crystalline phases. Applications are broad, including material identification, quality control, mineral analysis, characterizing pharmaceutical compounds, and studying material stress.;Google;OpenAI
D2-136;X-ray diffraction is a generic term for phenomena associated with changes in the direction of X-ray beams due to interactions with the electrons around atoms. It occurs due to elastic scattering, when there is no change in the energy of the waves. The resulting map of the directions of the X-rays far from the sample is called a diffraction pattern. It is different from X-ray crystallography which exploits X-ray diffraction to determine the arrangement of atoms in materials, and also has other components such as ways to map from experimental diffraction measurements to the positions of atoms. Many different types of X-ray sources exist, ranging from ones used in laboratories to higher brightness synchrotron light sources. ;OpenAI;Human
